Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
3.036893583,-0.895587616,-33.25005615,-6.584208069
3.046886583,-4.082310791,-27.26879425,-2.81175293
3.056879583,-3.929029541,-25.75708786,0.816402283
3.066873583,-1.958078156,-23.55995682,1.827250214
3.076866583,-1.141825562,-20.96001343,2.112407227
3.086859583,-1.294657745,-18.01084625,1.573827209
3.096852583,-1.888173523,-15.30133072,0.30192215
3.106845583,-2.373314667,-12.76186157,-0.710871735
3.116839583,-2.770588531,-10.19140686,-1.230441284
3.126832583,-2.969225464,-7.67454071,-1.638941803
3.136825583,-3.10184967,-5.017865295,-2.290387115
3.146818583,-3.159030762,-2.500550079,-3.096909943
3.156812583,-2.912643127,-0.458047485,-3.697311401
3.166805583,-2.468666382,1.132544861,-4.09877655
3.176798583,-1.614991608,2.220931549,-3.280278625
3.186791583,-0.555195465,3.21651123,-1.94580368
3.196784583,0.552201691,4.67567688,-1.680405579
3.206778583,1.942211151,5.818101196,-2.292782135
3.216771583,3.37338501,5.926326141,-2.220033417
3.226764583,4.110751648,4.865631866,-1.716929626
3.236757583,4.22870636,2.959645386,-1.306782532
3.246751583,3.552861786,2.261646881,-1.229992218
3.256744583,2.222727814,2.123334503,-1.292711792
3.266737583,1.286424866,1.719474335,-0.859063568
3.276730583,0.689316559,1.06129303,-0.21180954
3.286724583,0.346978455,0.297581177,0.499960327
3.296717583,0.1579216,-0.42242157,1.254541168
3.306710583,0.037272491,-1.158291321,1.84641037
3.316703583,-0.047451324,-1.861528931,2.142045593
3.326696583,-0.236957245,-2.376158752,2.151475983
3.336690583,-0.704285431,-2.516267395,2.108814697
3.346683583,-1.010548553,-2.410437469,1.835333405
3.356676583,-1.125958557,-2.112407227,1.460512848
3.366669583,-1.250050507,-1.560804291,0.987945557
3.376663583,-1.682501221,-1.216669922,0.130229187
3.386656583,-1.809736633,-1.479223938,-1.584155731
3.396649583,-1.678908691,-2.5015979,-6.198759613
3.406642583,-2.336790619,-5.399122467,-10.54826477
3.416635583,-4.424349518,-10.17389328,-7.257358246
3.426629583,-6.687343597,-18.28806976,-4.004921722
3.436622583,-9.168733521,-32.45221527,-2.054178314
3.446615583,-13.00450699,-49.38784744,0.852776642
3.456608583,-22.63368301,-75.46916107,12.16355576
3.466602583,-13.71642654,-67.09437653,14.02718033
3.476595583,-2.207160187,-35.99489822,3.901786194
3.486588583,-2.589914246,-28.6430864,0.063767395
3.496581583,-0.928968201,-25.25607971,-4.499942322
3.506575583,1.097068634,-21.84182968,-6.350244598
3.516568583,1.59014328,-18.05904602,-5.029840393
3.526561583,0.332458649,-15.25328064,-2.316133575
3.536554583,-0.572559357,-12.45604752,-0.674197998
3.546547583,-1.413809967,-9.882748718,-0.556243286
3.556541583,-2.386487274,-7.247927856,-1.218915253
3.566534583,-2.683170319,-4.058809662,-1.842817841
3.576527583,-2.77657608,-1.623074799,-2.571502533
3.586520583,-2.775977325,-0.039667511,-3.164718933
3.596514583,-1.797911224,1.645677795,-2.558030548
3.606507583,-0.335302734,3.161425781,-0.98989151
3.616500583,1.166973267,4.277654572,-0.346529388
3.626493583,2.933599548,5.373675385,-0.389190674
3.636487583,4.985831909,6.374045105,-0.625698853
3.646480583,6.33362915,6.270610199,-0.001646576
3.656473583,5.015320587,4.716242523,0.264050903
3.666466583,3.69985611,3.420087891,0.068707123
3.676459583,2.267933807,3.07849823,-0.286953278
3.686453708,0.704734497,2.566862183,-0.710422668
3.696446708,-0.181422729,1.698517914,-0.539478149
3.706439708,-0.499211884,0.808019714,0.384250946
3.716432708,-0.687669983,-0.008382568,1.105002136
3.726426708,-0.675395508,-0.670156403,1.376238098
3.736419708,-0.593515778,-1.169218597,1.624421997
3.746412708,-0.728834381,-1.928140411,1.626817017
3.756405708,-0.967288513,-2.620001678,1.14437027
3.766398708,-1.138981476,-2.899320831,0.681832123
3.776392708,-1.363664246,-3.130440216,0.394130402
3.786385708,-1.657054138,-3.385659485,0.727038116
3.796378708,-1.903441772,-3.521427155,1.128652954
3.806371708,-1.36201767,-3.769161987,-1.076112213
3.816365708,-0.560135193,-4.67328186,-4.471651154
3.826358708,-2.048490143,-6.367159424,-5.038522339
3.836351708,-3.796555023,-8.96171402,-6.35009491
3.846344708,-4.979095917,-12.84434006,-7.47680191
3.856338708,-7.099586334,-17.58962219,-4.016597443
3.866331708,-9.169781342,-24.41138626,-1.950893097
3.876324708,-13.32978058,-33.85614578,0.214953003
3.886317708,-20.41709244,-50.11653214,5.000800781
3.896310708,-16.32804565,-54.24479736,3.951931915
3.906304708,-5.61647049,-36.68541229,-6.613696747
3.916297708,-6.109844513,-30.33861053,-4.844974823
3.926290708,-5.204826508,-30.47812042,0.61072998
3.936283708,-0.305065613,-30.13967422,2.031874695
3.946277708,3.420387268,-27.46174301,2.904410248
3.956270708,4.240831146,-22.90581711,1.843416595
3.966263708,4.384382629,-18.32219879,0.162262573
3.976256708,4.068090363,-14.47968933,-0.91265213
3.986250708,2.896476746,-11.39699982,-1.205592957
3.996243708,1.577719116,-8.997639313,-0.92552536
4.006236708,0.806971893,-6.64962204,-1.038690033
4.016229708,0.11585907,-4.328399048,-1.904639282
4.026223708,-0.714613953,-2.086361389,-2.615660706
4.036216708,-1.196312256,-0.259560242,-3.20019516
4.046209708,-1.09632019,1.190624084,-3.490441589
4.056202708,-0.521665192,2.227068787,-3.396437073
4.066195708,0.137264557,3.082240448,-3.157683563
4.076189708,0.846639404,4.108057251,-2.766846313
4.086182708,1.491648102,5.40106842,-2.611768799
4.096175708,1.998194733,5.923482056,-2.439177704
4.106168708,1.915716248,5.299878845,-2.101929016
4.116162708,1.611399078,4.111200714,-1.532064056
4.126155708,1.13029953,3.010988617,-0.592168579
4.136148708,0.686622162,2.21614151,-0.255368958
4.146141708,0.322429504,1.643282776,0.249531097
4.156135708,-0.159418488,0.784518585,0.904119873
4.166128708,-0.508043518,-0.152981873,1.258283386
4.176121708,-0.573158112,-0.872086487,1.360221405
4.186114708,-0.558039551,-1.481618958,1.41934845
4.196107708,-0.578097839,-2.155068512,1.436562653
4.206101708,-0.529149628,-2.670297089,1.315614166
4.216094708,-0.248782654,-2.850971375,0.831670532
4.226087708,0.133672028,-2.953657837,0.168848877
4.236080708,0.244741058,-3.154240723,-0.398022308
4.246074708,0.114960938,-3.514840851,-0.549357605
4.256067708,0.385598145,-4.08829834,-1.207389221
4.266060708,1.638343048,-5.466931458,-4.788242798
4.276053708,2.464624786,-8.070916443,-8.372988281
4.286047708,-0.865051117,-11.66329605,-9.629475403
4.296040708,-5.243595886,-16.35678589,-11.29955246
4.306033708,-9.721983032,-21.94586334,-7.927814026
4.316026708,-13.08024948,-29.11700089,-2.082020416
4.326019708,-15.04985367,-35.51813965,7.617658997
4.336013708,-19.49605774,-46.42520828,13.82345398
4.346006708,-13.90353745,-44.72878601,3.489393768
4.355999708,-7.638465729,-31.5480954,-10.50889664
4.365992708,-6.501579895,-28.0684314,-6.577771454
4.375986708,-5.188360748,-28.38277771,2.112856293
4.385979708,-1.814526672,-28.09851883,2.831062775
4.395972708,2.29921875,-25.51938217,2.295326843
4.405965708,4.432582397,-21.73345505,0.898880768
4.415959708,3.982618103,-17.87852142,-0.512234802
4.425952708,2.711461487,-14.5623175,-1.897304535
4.435945708,1.970202942,-11.12875763,-2.447709961
4.445938708,1.511257324,-8.004304962,-2.776725769
4.455932708,0.886456604,-5.479355621,-2.967429199
4.465925708,0.33694931,-3.27743454,-2.74035141
4.475918708,0.011526031,-1.196012878,-2.299667816
4.485911708,-0.267344055,0.605490875,-2.490071869
4.495904708,-0.569116516,2.29098587,-3.002156982
4.505898708,-0.884360962,3.720213776,-3.175197144
4.515891708,-1.185534668,4.633614349,-3.496429138
